DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL
10/08/20,00:00:00,200.2000000,201.4300000,195.7800000,197.1200000,183679
11/08/20,00:00:00,193.9900000,195.8000000,191.7500000,191.9100000,174644
12/08/20,00:00:00,193.1700000,195.2200000,192.1800000,192.6300000,194615
13/08/20,00:00:00,193.4600000,198.0200000,193.2900000,195.0800000,140432
14/08/20,00:00:00,195.3300000,195.3300000,192.5200000,193.3400000,124554
17/08/20,00:00:00,195.4350000,197.0400000,194.5900000,196.6500000,93738
18/08/20,00:00:00,199.3400000,204.7900000,199.0000000,204.0100000,268744
19/08/20,00:00:00,203.9000000,207.0200000,200.0400000,205.1000000,216735
20/08/20,00:00:00,203.9200000,210.0800000,203.5700000,209.4400000,239812
21/08/20,00:00:00,209.8000000,209.9700000,206.3000000,207.6300000,198047
24/08/20,00:00:00,208.6500000,209.0900000,205.2400000,208.3700000,213385
25/08/20,00:00:00,213.1300000,218.3000000,210.8300000,216.0400000,556248
26/08/20,00:00:00,251.9000000,277.9000000,249.5000000,272.3400000,1766362
27/08/20,00:00:00,267.1000000,278.2800000,260.9300000,276.3500000,686901
28/08/20,00:00:00,271.5000000,275.7000000,267.5600000,271.1400000,527213
31/08/20,00:00:00,269.8300000,274.6200000,265.9100000,272.5000000,464388
01/09/20,00:00:00,271.7300000,281.8400000,270.5800000,281.3300000,473500
02/09/20,00:00:00,282.7200000,284.4700000,268.6100000,276.7900000,392646
03/09/20,00:00:00,270.5000000,271.6600000,257.4900000,264.7500000,606707
04/09/20,00:00:00,262.3300000,265.5200000,243.3900000,254.8700000,581739
08/09/20,00:00:00,241.1500000,253.5900000,240.2300000,241.2300000,735864
09/09/20,00:00:00,246.2700000,253.4300000,243.0000000,250.4200000,368199
10/09/20,00:00:00,254.6600000,256.2900000,246.9700000,247.6600000,244459
11/09/20,00:00:00,250.9600000,250.9600000,239.7000000,243.0600000,269352
14/09/20,00:00:00,246.8500000,248.7900000,244.1400000,246.6700000,221521
15/09/20,00:00:00,251.0400000,251.9400000,248.7400000,251.7000000,181281
16/09/20,00:00:00,254.7700000,255.3100000,250.3300000,250.6000000,249685
17/09/20,00:00:00,246.0000000,248.7600000,241.3400000,244.4300000,270582
18/09/20,00:00:00,245.0300000,248.0700000,238.7550000,242.7800000,288588
21/09/20,00:00:00,238.3600000,245.0500000,236.8100000,244.8600000,246934
22/09/20,00:00:00,246.6100000,248.5600000,241.3000000,247.6800000,177713
23/09/20,00:00:00,248.2500000,248.7700000,235.3500000,235.9700000,361411
24/09/20,00:00:00,235.5000000,239.8800000,233.6800000,237.4500000,228363
25/09/20,00:00:00,237.2000000,243.8900000,235.1200000,242.7100000,267094
28/09/20,00:00:00,247.9800000,248.5600000,242.2550000,246.7500000,188287
29/09/20,00:00:00,245.4000000,247.8700000,244.5100000,247.5000000,257170
30/09/20,00:00:00,246.9200000,255.3500000,246.7100000,251.0700000,462102
01/10/20,00:00:00,253.5100000,254.6700000,250.8600000,253.3600000,195781
02/10/20,00:00:00,249.0400000,254.9200000,247.2700000,247.8100000,244758
05/10/20,00:00:00,250.2600000,253.2800000,249.0000000,251.5600000,104183
06/10/20,00:00:00,252.8500000,257.2500000,249.0700000,250.0800000,183222
07/10/20,00:00:00,252.9000000,260.6900000,252.7700000,260.0000000,198750
08/10/20,00:00:00,264.4900000,264.4900000,257.1250000,260.2300000,194621
09/10/20,00:00:00,262.9900000,266.0500000,261.7200000,266.0500000,149752
12/10/20,00:00:00,269.5000000,269.5400000,265.3800000,267.0400000,254114
13/10/20,00:00:00,265.3800000,268.6100000,265.0900000,266.8200000,200342
14/10/20,00:00:00,270.0000000,270.0000000,258.8600000,261.9000000,214792
15/10/20,00:00:00,258.1000000,259.9300000,254.1200000,257.5800000,183969
16/10/20,00:00:00,259.2500000,262.5200000,258.5400000,258.5500000,129867
19/10/20,00:00:00,259.9900000,261.4200000,254.5300000,255.0900000,166824
20/10/20,00:00:00,256.0800000,259.1800000,254.2400000,256.1200000,111155
21/10/20,00:00:00,256.2900000,258.2700000,251.8700000,254.2100000,152356
22/10/20,00:00:00,254.1300000,255.0000000,246.1300000,249.4900000,221177
23/10/20,00:00:00,250.2200000,250.5500000,246.8700000,250.4400000,200850
26/10/20,00:00:00,245.1600000,248.0900000,237.4300000,241.7900000,285034
27/10/20,00:00:00,246.8000000,251.6100000,245.9500000,250.2400000,210806
28/10/20,00:00:00,245.0200000,245.1600000,238.0100000,238.2200000,180137
29/10/20,00:00:00,242.2800000,242.4200000,237.1800000,237.1800000,200470
30/10/20,00:00:00,235.8000000,237.6500000,228.7200000,232.3200000,263898
02/11/20,00:00:00,235.1300000,238.3200000,229.0700000,232.4200000,198785
03/11/20,00:00:00,235.1800000,240.8600000,233.4500000,237.0600000,273586
04/11/20,00:00:00,246.0200000,252.6900000,243.2500000,250.7400000,395709
05/11/20,00:00:00,258.8000000,260.8600000,255.5000000,260.3850000,310034
06/11/20,00:00:00,259.8500000,261.7500000,254.4900000,260.2600000,201382
09/11/20,00:00:00,261.4700000,270.9000000,257.5700000,259.4200000,340794
10/11/20,00:00:00,258.2200000,258.9700000,242.9000000,247.7000000,364562
11/11/20,00:00:00,253.8200000,256.6700000,251.3700000,254.2800000,246670
12/11/20,00:00:00,247.9900000,254.8500000,247.5900000,249.4900000,202518
13/11/20,00:00:00,253.0000000,253.7900000,247.6900000,249.6600000,176324
16/11/20,00:00:00,249.3400000,253.3700000,248.4050000,249.9800000,175217
17/11/20,00:00:00,253.1700000,258.2000000,250.6900000,256.2200000,212984
18/11/20,00:00:00,256.9100000,262.6000000,256.0400000,257.2600000,264067
19/11/20,00:00:00,256.8600000,267.0900000,255.7800000,264.6900000,319512
20/11/20,00:00:00,264.0400000,265.0200000,257.8200000,257.8900000,284072
23/11/20,00:00:00,259.9200000,261.1100000,254.6200000,257.7300000,238145
24/11/20,00:00:00,259.9400000,262.2200000,257.9400000,260.8000000,240220
25/11/20,00:00:00,263.0000000,266.0800000,245.0800000,246.7000000,894602
27/11/20,00:00:00,251.1500000,251.8100000,247.0300000,247.8900000,176496
30/11/20,00:00:00,245.6700000,247.5900000,236.1200000,246.2600000,559902
01/12/20,00:00:00,245.0100000,245.5000000,238.7500000,241.2800000,432059
02/12/20,00:00:00,225.4900000,225.4900000,215.6700000,220.6800000,1826173
03/12/20,00:00:00,225.9300000,225.9700000,220.1400000,220.8200000,885538
04/12/20,00:00:00,223.8700000,228.5700000,221.9100000,225.4700000,738557
07/12/20,00:00:00,228.1100000,229.8700000,226.3100000,227.7600000,357961
08/12/20,00:00:00,228.4000000,229.4000000,225.6600000,227.8800000,290366
09/12/20,00:00:00,228.1300000,228.7600000,220.0700000,220.4100000,551598
10/12/20,00:00:00,220.6800000,224.2800000,220.6750000,223.0100000,305219
11/12/20,00:00:00,221.9200000,222.7000000,220.0000000,222.4300000,326504
14/12/20,00:00:00,223.2500000,223.4000000,220.5100000,221.1600000,250964
15/12/20,00:00:00,222.1100000,222.1400000,218.2200000,220.1900000,332354
16/12/20,00:00:00,221.4000000,224.0000000,220.3300000,223.6200000,331539
17/12/20,00:00:00,225.0000000,226.7300000,224.5700000,225.9000000,271092
18/12/20,00:00:00,226.9400000,227.8100000,224.5000000,227.4100000,320626
21/12/20,00:00:00,224.8000000,227.4200000,224.7300000,226.4800000,330459
22/12/20,00:00:00,227.0400000,231.8400000,226.7000000,231.1800000,365822
23/12/20,00:00:00,232.6100000,232.6800000,227.1300000,227.3500000,203598
24/12/20,00:00:00,228.5100000,229.1700000,224.8700000,225.8200000,143895
28/12/20,00:00:00,227.4700000,227.8400000,222.0600000,224.5300000,184535
29/12/20,00:00:00,225.1600000,225.1600000,220.9600000,222.3800000,160869
30/12/20,00:00:00,223.4400000,223.5900000,221.6000000,222.4400000,140743
31/12/20,00:00:00,222.1900000,222.7400000,220.2000000,222.4500000,207612
